Marshall Islands,,,MHL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Marshall_Islands__the,http://aims.fao.org/aos/geopolitical.owl#Marshall_Islands__the,Marshall Islands,,
Martinica,,,,,,Martinica,,
Martinique,,,,,,Martinique,,
Maurice,,,,,,Maurice,,
Mauricio,,,,,,Mauricio,,
Mauritania,,,MRT,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Mauritania,http://aims.fao.org/aos/geopolitical.owl#Mauritania,Mauritania,,
Mauritanie,,,,,,Mauritanie,,
Mauritius,,,MUS,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Mauritius,http://aims.fao.org/aos/geopolitical.owl#Mauritius,Mauritius,,
Mexico,,,MEX,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Mexico,http://aims.fao.org/aos/geopolitical.owl#Mexico,Mexico,,
Mexique,,,,,,Mexique,,
Micronesia,,,FSM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Micronesia__Fed_States_of_,http://aims.fao.org/aos/geopolitical.owl#Micronesia__Fed_States_of_,Micronesia,,
"Micronesia, Fed. Sts.",,,,,,"Micronesia, Fed. Sts.",,
Micronésie,,,,,,Micronésie,,
Middle East,,,,,,Middle East,,
Moldova,,,MDA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Republic_of_Moldova,http://aims.fao.org/aos/geopolitical.owl#Republic_of_Moldova,Moldova,,
Monaco,,,MCO,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Monaco,http://aims.fao.org/aos/geopolitical.owl#Monaco,Monaco,,
Mongolia,,,MNG,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Mongolia,http://aims.fao.org/aos/geopolitical.owl#Mongolia,Mongolia,,
Mongolie,,,,,,Mongolie,,
Montenegro,,,MNE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Montenegro,http://aims.fao.org/aos/geopolitical.owl#Montenegro,Montenegro,,
Montserrat,,,,,,Montserrat,,
Morocco,,,MAR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Morocco,http://aims.fao.org/aos/geopolitical.owl#Morocco,Morocco,,
Mozambique,,,MOZ,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Mozambique,http://aims.fao.org/aos/geopolitical.owl#Mozambique,Mozambique,,
Myanmar,,,MMR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Myanmar,http://aims.fao.org/aos/geopolitical.owl#Myanmar,Myanmar,,
Namibia,,,NAM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Namibia,http://aims.fao.org/aos/geopolitical.owl#Namibia,Namibia,,
Namibie,,,,,,Namibie,,
Nauru,,,NRU,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Nauru,http://aims.fao.org/aos/geopolitical.owl#Nauru,Nauru,,
Nepal,,,NPL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Nepal,http://aims.fao.org/aos/geopolitical.owl#Nepal,Nepal,,
Netherlands,,,NLD,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Netherlands_the,http://aims.fao.org/aos/geopolitical.owl#Netherlands_the,Netherlands,,
Netherlands Antilles,,,,,,Netherlands Antilles,,
New Caledonia,,,,,,New Caledonia,,
New Zealand,,,NZL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/New_Zealand,http://aims.fao.org/aos/geopolitical.owl#New_Zealand,New Zealand,,
Nicaragua,,,NIC,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Nicaragua,http://aims.fao.org/aos/geopolitical.owl#Nicaragua,Nicaragua,,
Niger,,,NER,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Niger_the,http://aims.fao.org/aos/geopolitical.owl#Niger_the,Niger,,
Nigeria,,,NGA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Nigeria,http://aims.fao.org/aos/geopolitical.owl#Nigeria,Nigeria,,
Nioué,,,,,,Nioué,,
Niue,,,NIU,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Niue,http://aims.fao.org/aos/geopolitical.owl#Niue,Niue,,
Norfolk Island,,,,,,Norfolk Island,,
North Africa,,,,,,North Africa,,
North America,,,,,,North America,,
North Korea,,,,,,North Korea,,
Northern Cyprus,,,,,,Northern Cyprus,,
Northern Mariana Islands,,,,,,Northern Mariana Islands,,
Noruega,,,,,,Noruega,,
Norvège,,,,,,Norvège,,
Norway,,,NOR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Norway,http://aims.fao.org/aos/geopolitical.owl#Norway,Norway,,
Nouvelle-Calédonie,,,,,,Nouvelle-Calédonie,,
Nouvelle-Zélande,,,,,,Nouvelle-Zélande,,
Nueva Caledonia,,,,,,Nueva Caledonia,,
Nueva Zelandia,,,,,,Nueva Zelandia,,
Oceania,,,,,,Oceania,,
Oman,,,OMN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Oman,http://aims.fao.org/aos/geopolitical.owl#Oman,Oman,,
Ouganda,,,,,,Ouganda,,
Ouzbékistan,,,,,,Ouzbékistan,,
Países Bajos,,,,,,Países Bajos,,
Pakistan,,,PAK,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Pakistan,http://aims.fao.org/aos/geopolitical.owl#Pakistan,Pakistan,,
Palaos,,,,,,Palaos,,
Palau,,,PLW,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Palau,http://aims.fao.org/aos/geopolitical.owl#Palau,Palau,,
Palestina,,,,,,Palestina,,
Palestine,,,,,,Palestine,,
Panama,,,PAN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Panama,http://aims.fao.org/aos/geopolitical.owl#Panama,Panama,,
Papouasie-Nouvelle-Guinée,,,,,,Papouasie-Nouvelle-Guinée,,
Papua New Guinea,,,PNG,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Papua_New_Guinea,http://aims.fao.org/aos/geopolitical.owl#Papua_New_Guinea,Papua New Guinea,,
Papua Nueva Guinea,,,,,,Papua Nueva Guinea,,
Paraguay,,,PRY,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Paraguay,http://aims.fao.org/aos/geopolitical.owl#Paraguay,Paraguay,,
Pays-Bas,,,,,,Pays-Bas,,
Pérou,,,,,,Pérou,,
Peru,,,PER,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Peru,http://aims.fao.org/aos/geopolitical.owl#Peru,Peru,,
Philippines,,,PHL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Philippines__the,http://aims.fao.org/aos/geopolitical.owl#Philippines__the,Philippines,,
Pitcairn Islands,,,,,,Pitcairn Islands,,
Poland,,,POL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Poland,http://aims.fao.org/aos/geopolitical.owl#Poland,Poland,,
Polinesia Francesa,,,,,,Polinesia Francesa,,
Pologne,,,,,,Pologne,,
Polonia,,,,,,Polonia,,
Polynésie française,,,,,,Polynésie française,,
Porto Rico,,,,,,Porto Rico,,
Portugal,,,PRT,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Portugal,http://aims.fao.org/aos/geopolitical.owl#Portugal,Portugal,,
Puerto Rico,,,,,,Puerto Rico,,
Qatar,,,QAT,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Qatar,http://aims.fao.org/aos/geopolitical.owl#Qatar,Qatar,,
Reino Unido,,,,,,Reino Unido,,
Republic of Korea,,,KOR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Republic_of_Korea__the,http://aims.fao.org/aos/geopolitical.owl#Republic_of_Korea__the,Republic of Korea,,
República Centroafricana,,,,,,República Centroafricana,,
República Checa,,,,,,República Checa,,
República de Corea,,,,,,República de Corea,,
República Democrática del Congo,,,,,,República Democrática del Congo,,
República Dominicana,,,,,,República Dominicana,,
República Turca del Norte de Chipre,,,,,,República Turca del Norte de Chipre,,
République arabe syrienne,,,,,,République arabe syrienne,,
République centrafricaine,,,,,,République centrafricaine,,
République de Corée,,,,,,République de Corée,,
République démocratique du Congo,,,,,,République démocratique du Congo,,
République dominicaine,,,,,,République dominicaine,,
République tchèque,,,,,,République tchèque,,
République-Unie de Tanzanie,,,,,,République-Unie de Tanzanie,,
Reunión,,,,,,Reunión,,
Romania,,,ROU,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Romania,http://aims.fao.org/aos/geopolitical.owl#Romania,Romania,,
Roumanie,,,,,,Roumanie,,
Royaume-Uni,,,,,,Royaume-Uni,,
Rumania,,,,,,Rumania,,
Rusia,,,,,,Rusia,,
Russia,,,RUS,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Russian_Federation__the,http://aims.fao.org/aos/geopolitical.owl#Russian_Federation__the,Russia,,
Rwanda,,,RWA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Rwanda,http://aims.fao.org/aos/geopolitical.owl#Rwanda,Rwanda,,
Sahara Occidental,,,,,,Sahara Occidental,,
Saint Barthélemy,,,,,,Saint Barthélemy,,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,"Saint Helena, Ascension and Tristan da Cunha",,
Saint Kitts and Nevis,,,KNA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Saint_Kitts_and_Nevis,http://aims.fao.org/aos/geopolitical.owl#Saint_Kitts_and_Nevis,Saint Kitts and Nevis,,
Saint Kitts y Nevis,,,,,,Saint Kitts y Nevis,,
Saint Lucia,,,LCA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Saint_Lucia,http://aims.fao.org/aos/geopolitical.owl#Saint_Lucia,Saint Lucia,,
Saint Pierre and Miquelon,,,,,,Saint Pierre and Miquelon,,
Saint Vincent and Grenadines,,,,,,Saint Vincent and Grenadines,,
Saint Vincent and the Grenadines,,,VCT,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Saint_Vincent_and_the_Grenadines,http://aims.fao.org/aos/geopolitical.owl#Saint_Vincent_and_the_Grenadines,Saint Vincent and the Grenadines,,
Saint-Barthélemy,,,,,,Saint-Barthélemy,,
Saint-Kitts-et-Nevis,,,,,,Saint-Kitts-et-Nevis,,
Saint-Marin,,,,,,Saint-Marin,,
Saint-Martin,,,,,,Saint-Martin,,
Saint-Pierre y Miquelon,,,,,,Saint-Pierre y Miquelon,,
Saint-Pierre-et-Miquelon,,,,,,Saint-Pierre-et-Miquelon,,
Saint-Siège,,,,,,Saint-Siège,,
Saint-Vincent-et-les Grenadines,,,,,,Saint-Vincent-et-les Grenadines,,
"Sainte-Hélène, Ascension et Tristan de Cunha",,,,,,"Sainte-Hélène, Ascension et Tristan de Cunha",,
Sainte-Lucie,,,,,,Sainte-Lucie,,
Samoa,,,WSM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Samoa,http://aims.fao.org/aos/geopolitical.owl#Samoa,Samoa,American Samoa,
Samoa américaines,,,,,,Samoa américaines,,
Samoa Americana,,,,,,Samoa Americana,,
San Bartolomé,,,,,,San Bartolomé,,
San Marino,,,SMR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/San_Marino,http://aims.fao.org/aos/geopolitical.owl#San_Marino,San Marino,,
San Vicente y las Granadinas,,,,,,San Vicente y las Granadinas,,
"Santa Elena, Ascension y Tristan da Cunha",,,,,,"Santa Elena, Ascension y Tristan da Cunha",,
Santa Lucía,,,,,,Santa Lucía,,
Santa Sede,,,,,,Santa Sede,,
Santo Tomé y Príncipe,,,,,,Santo Tomé y Príncipe,,
Sao Tome and Principe,,,STP,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Sao_Tome_and_Principe,http://aims.fao.org/aos/geopolitical.owl#Sao_Tome_and_Principe,Sao Tome and Principe,,
Sao Tomé-et-Principe,,,,,,Sao Tomé-et-Principe,,
Saudi Arabia,,,SAU,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Saudi_Arabia,http://aims.fao.org/aos/geopolitical.owl#Saudi_Arabia,Saudi Arabia,Arabia Saudita,Arabie saoudite
Senegal,,,SEN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Senegal,http://aims.fao.org/aos/geopolitical.owl#Senegal,Senegal,,
Serbia,,,SRB,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Serbia,http://aims.fao.org/aos/geopolitical.owl#Serbia,Serbia,,
Serbie,,,,,,Serbie,,
Seychelles,,,SYC,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Seychelles,http://aims.fao.org/aos/geopolitical.owl#Seychelles,Seychelles,,
Siachen Glacier,,,,,,Siachen Glacier,,
Sierra Leona,,,,,,Sierra Leona,,
Sierra Leone,,,SLE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Sierra_Leone,http://aims.fao.org/aos/geopolitical.owl#Sierra_Leone,Sierra Leone,,
Singapore,,,SGP,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Singapore,http://aims.fao.org/aos/geopolitical.owl#Singapore,Singapore,,
Singapour,,,,,,Singapour,,
Singapur,,,,,,Singapur,,
Sint Maarten,,,,,,Sint Maarten,,
Siria,,,,,,Siria,,
Slovakia,,,SVK,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Slovakia,http://aims.fao.org/aos/geopolitical.owl#Slovakia,Slovakia,,
Slovaquie,,,,,,Slovaquie,,
Slovenia,,,SVN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Slovenia,http://aims.fao.org/aos/geopolitical.owl#Slovenia,Slovenia,,
Slovénie,,,,,,Slovénie,,
Solomon Islands,,,SLB,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Solomon_Islands,http://aims.fao.org/aos/geopolitical.owl#Solomon_Islands,Solomon Islands,,
Somalia,,,SOM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Somalia,http://aims.fao.org/aos/geopolitical.owl#Somalia,Somalia,,
Somalie,,,,,,Somalie,,
Somaliland,,,,,,Somaliland,,
Somalilandia,,,,,,Somalilandia,,
Soudan,,,,,,Soudan,,
Soudan du Sud,,,,,,Soudan du Sud,,
South Africa,,,ZAF,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/South_Africa,http://aims.fao.org/aos/geopolitical.owl#South_Africa,South Africa,,
South America,,,,,,South America,,
South Asia,,,,,,South Asia,,
South Georgia and South Sandwich Islands,,,,,,South Georgia and South Sandwich Islands,,
South Korea,,,,,,South Korea,,
South Sudan,,,SSD,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/South_Sudan,http://aims.fao.org/aos/geopolitical.owl#South_Sudan,South Sudan,,
Southern Africa,,,,,,Southern Africa,,
Spain,,,ESP,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Spain,http://aims.fao.org/aos/geopolitical.owl#Spain,Spain,,
Sri Lanka,,,LKA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Sri_Lanka,http://aims.fao.org/aos/geopolitical.owl#Sri_Lanka,Sri Lanka,,
Sudáfrica,,,,,,Sudáfrica,,
Sudan,,,SDN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Sudan_the,http://aims.fao.org/aos/geopolitical.owl#Sudan_the,Sudan,,
Sudán del Sur,,,,,,Sudán del Sur,,
Suecia,,,,,,Suecia,,
Suède,,,,,,Suède,,
Suisse,,,,,,Suisse,,
Suiza,,,,,,Suiza,,
Suriname,,,SUR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Suriname,http://aims.fao.org/aos/geopolitical.owl#Suriname,Suriname,,
Swaziland,,,SWZ,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Swaziland,http://aims.fao.org/aos/geopolitical.owl#Swaziland,Swaziland,,
Swazilandia,,,,,,Swazilandia,,
Sweden,,,SWE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Sweden,http://aims.fao.org/aos/geopolitical.owl#Sweden,Sweden,,
Switzerland,,,CHE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Switzerland,http://aims.fao.org/aos/geopolitical.owl#Switzerland,Switzerland,,
Syria,,,,,,Syria,,
Syrian Arab Republic,,,SYR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Syrian_Arab_Republic_the,http://aims.fao.org/aos/geopolitical.owl#Syrian_Arab_Republic_the,Syrian Arab Republic,,
Tadjikistan,,,,,,Tadjikistan,,
Tailandia,,,,,,Tailandia,,
Tajikistan,,,TJK,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Tajikistan,http://aims.fao.org/aos/geopolitical.owl#Tajikistan,Tajikistan,,
Tanzanía,,,,,,Tanzanía,,
Tayikistán,,,,,,Tayikistán,,
Tchad,,,,,,Tchad,,
Terres australes et antarctiques françaises,,,,,,Terres australes et antarctiques françaises,,
Territoire britannique de l'océan Indien,,,,,,Territoire britannique de l'océan Indien,,
Territoire de l'océan Indien,,,,,,Territoire de l'océan Indien,,
Territorio Británico del Océano Índico,,,,,,Territorio Británico del Océano Índico,,
Territorio del Océano Índico,,,,,,Territorio del Océano Índico,,
Thailand,,,THA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Thailand,http://aims.fao.org/aos/geopolitical.owl#Thailand,Thailand,,
Thaïlande,,,,,,Thaïlande,,
Tierras Australes y Antárticas Francesas,,,,,,Tierras Australes y Antárticas Francesas,,
Timor-Leste,,,TLS,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Timor-Leste,http://aims.fao.org/aos/geopolitical.owl#Timor-Leste,Timor-Leste,,
Togo,,,TGO,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Togo,http://aims.fao.org/aos/geopolitical.owl#Togo,Togo,,
Tokélaou,,,,,,Tokélaou,,
Tokelau,,,TKL,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Tokelau,http://aims.fao.org/aos/geopolitical.owl#Tokelau,Tokelau,,
Tonga,,,TON,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Tonga,http://aims.fao.org/aos/geopolitical.owl#Tonga,Tonga,,
Trinidad and Tobago,,,TTO,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Trinidad_and_Tobago,http://aims.fao.org/aos/geopolitical.owl#Trinidad_and_Tobago,Trinidad and Tobago,,
Trinidad y Tabago,,,,,,Trinidad y Tabago,,
Trinité-et-Tobago,,,,,,Trinité-et-Tobago,,
Túnez,,,,,,Túnez,,
Tunisia,,,TUN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Tunisia,http://aims.fao.org/aos/geopolitical.owl#Tunisia,Tunisia,,
Tunisie,,,,,,Tunisie,,
Turkey,,,TUR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Turkey,http://aims.fao.org/aos/geopolitical.owl#Turkey,Turkey,,
Turkmenistan,,,TKM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Turkmenistan,http://aims.fao.org/aos/geopolitical.owl#Turkmenistan,Turkmenistan,,
Turks and Caicos Islands,,,,,,Turks and Caicos Islands,,
Turquía,,,,,,Turquía,,
Turquie,,,,,,Turquie,,
Tuvalu,,,TUV,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Tuvalu,http://aims.fao.org/aos/geopolitical.owl#Tuvalu,Tuvalu,,
Ucrania,,,,,,Ucrania,,
Uganda,,,UGA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Uganda,http://aims.fao.org/aos/geopolitical.owl#Uganda,Uganda,,
Ukraine,,,UKR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Ukraine,http://aims.fao.org/aos/geopolitical.owl#Ukraine,Ukraine,,
United Arab Emirates,,,ARE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/United_Arab_Emirates__the,http://aims.fao.org/aos/geopolitical.owl#United_Arab_Emirates__the,United Arab Emirates,,
United Kingdom,,,GBR,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/United_Kingdom_of_Great_Britain_and_Northern_Ireland__the,http://aims.fao.org/aos/geopolitical.owl#United_Kingdom_of_Great_Britain_and_Northern_Ireland__the,United Kingdom,,
United Republic of Tanzania,,,TZA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/United_Republic_of_Tanzania__the,http://aims.fao.org/aos/geopolitical.owl#United_Republic_of_Tanzania__the,United Republic of Tanzania,,
United States of America,,,USA,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/United_States_of_America,http://aims.fao.org/aos/geopolitical.owl#United_States_of_America,United States of America,,
United States Virgin Islands,,,,,,United States Virgin Islands,,
Uruguay,,,URY,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Uruguay,http://aims.fao.org/aos/geopolitical.owl#Uruguay,Uruguay,,
Uzbekistan,,,UZB,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Uzbekistan,http://aims.fao.org/aos/geopolitical.owl#Uzbekistan,Uzbekistan,,
Vanuatu,,,VUT,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Vanuatu,http://aims.fao.org/aos/geopolitical.owl#Vanuatu,Vanuatu,,
Venezuela,,,VEN,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Venezuela,http://aims.fao.org/aos/geopolitical.owl#Venezuela,Venezuela,,
Viet Nam,,,VNM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Viet_Nam,http://aims.fao.org/aos/geopolitical.owl#Viet_Nam,Viet Nam,,
Vietnam,,,,,,Vietnam,,
Wallis and Futuna Islands,,,,,,Wallis and Futuna Islands,,
West and Central Africa,,,,,,West and Central Africa,,
West Bank and Gaza,,,,,,West Bank and Gaza,,
Western Europe,,,,,,Western Europe,,
Western Sahara,,,,,,Western Sahara,,
Yemen,,,YEM,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Yemen,http://aims.fao.org/aos/geopolitical.owl#Yemen,Yemen,,
Zambia,,,ZMB,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Zambia,http://aims.fao.org/aos/geopolitical.owl#Zambia,Zambia,,
Zambie,,,,,,Zambie,,
Zimbabwe,,,ZWE,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Zimbabwe,http://aims.fao.org/aos/geopolitical.owl#Zimbabwe,Zimbabwe,,
